,Company,Tweet_Count,Text,Created_At,Retweets,Likes,URL,Cleaned_Text
404,ADBE,405,$ADBE uptrend from 2017 held today https://t.co/22ae9rNd3t,Mon Jan 24 18:43:11 +0000 2022,0,3,https://twitter.com/everytimeicash/status/1485684622390353923,uptrend from 2017 held today
407,ADBE,408,$ADBE Waiting for Buy signal. Chart by https://t.co/t5kOjgsWN3 https://t.co/UhcXeUDgRp,Mon Jan 24 17:45:28 +0000 2022,0,0,https://twitter.com/MaiteMerenda/status/1485670099700834308,waiting for buy signal chart by
410,ADBE,411,Stock Chart Reviews – Snapshots of Forlorn Stocks https://t.co/qXGxl4CbMI $ADBE $AMAT $AMZN $BHP $CAT $CMG $DDS $DKNG $GOOG $GS $ISRG $M $NFLX $NVDA $SQ $TWLO $XLB $XLF $XRT #stockmarket https://t.co/7HADyTG2XI,Mon Jan 24 13:27:11 +0000 2022,0,0,https://twitter.com/DrDuru/status/1485605098193661953,stock chart reviews snapshots of forlorn stocks
411,ADBE,412,$LOW $HD $DDOG $ADBE bullish engulfing on the daily. https://t.co/gxnE7ENCTf,Tue Jan 25 03:00:29 +0000 2022,0,4,https://twitter.com/NordicNacho/status/1485809770934292485,bullish engulfing on the daily
413,ADBE,414,$adbe see you at the feb 2020 highs I like it there https://t.co/PdjiYq6jDM,Tue Jan 25 06:16:09 +0000 2022,0,0,https://twitter.com/camp_capital/status/1485859013803794437,see you at the feb 2020 highs i like it there
415,ADBE,416,"In the $EPAZ DeskFlex #Metaverse #Virtual Office, teams collaborate with colleagues working from home and the office, allowing them to discuss ideas like they would in the actual office. #Meta $FB $MSFT $MTTR $ADBE $NVDA $U",Tue Jan 25 17:58:00 +0000 2022,3,25,https://twitter.com/epazz/status/1486035638579343361,in the deskflex office teams collaborate with colleagues working from home and the office allowing them to discuss ideas like they would in the actual office
418,ADBE,419,"Coming into 2022 we identified Tech as being one of the most overvalued sectors. Year to date, Tech has dropped over 12% and a number of undervalued stocks have moved into 4- and 5-star territory $CRM $NOW $ADBE $INTC $MSFT $PLTR $DOCU $ZM https://t.co/NpyaHAHK7k",Tue Jan 25 21:39:00 +0000 2022,3,7,https://twitter.com/MstarMarkets/status/1486091256350531590,coming into 2022 we identified tech as being one of the most overvalued sectors year to date tech has dropped over 12 and a number of undervalued stocks have moved into 4 and 5star territory
420,ADBE,421,#Stocks_to_Buy #NASDAQ_DOCU #NYSE_CRM #NASDAQ_ADBE #NYSE_NET Now Isn’t the Time to Panic Out of Adobe Stock https://t.co/OjGLOUac1v https://t.co/HhkKr6VYcw https://t.co/B4TXZwrimA,Tue Jan 25 15:42:04 +0000 2022,0,0,https://twitter.com/ETFsStockPicker/status/1486001432809639936,_to_buy _docu _crm _adbe _net now isnt the time to panic out of adobe stock
421,ADBE,422,#Stocks_to_Buy #NASDAQ_MSFT #NASDAQ_NVDA #NYSE_V #NASDAQ_ADBE 7 Best Technology Stocks to Buy After the Big Dip https://t.co/hNdNhs4pr6 https://t.co/HhkKr6EmNW https://t.co/s3eLKrlbP3,Tue Jan 25 16:19:34 +0000 2022,0,0,https://twitter.com/ETFsStockPicker/status/1486010868747812864,_to_buy _msft _nvda _v _adbe 7 best technology stocks to buy after the big dip
422,ADBE,423,"$ADBE Huge move coming, up or down.    Close above the 15 Day EMA to unleash bullish energy galore.  Close below 497.01 to trigger the apocalypse.    This is where the Nasdaq's direction will be decided, IMO. Equivalent to... https://t.co/m7Ety2xYUd https://t.co/BlPIHJ11s7",Tue Jan 25 17:24:00 +0000 2022,0,0,https://twitter.com/DanteValerian/status/1486027084426326023,huge move coming up or down
423,ADBE,424,Recent additions to Fundsmith's investable universe:  Adobe $ADBE Intuitive Surgical $ISRG Otis Worldwide $OTIS Paychex $PAYX Veeva Systems $VEEV,Tue Jan 25 18:33:33 +0000 2022,13,143,https://twitter.com/UKInvestGlobal/status/1486044585751199747,recent additions to fundsmiths investable universe
426,ADBE,427,"$ADBE in Uptrend: price expected to rise as it breaks its lower Bollinger Band on January 5, 2022. View odds for this and other indicators: https://t.co/X7tU53lTmG #Adobe https://t.co/y8g1ze3RvJ",Tue Jan 25 16:33:23 +0000 2022,0,0,https://twitter.com/Tickeron/status/1486014345137979393,in uptrend price expected to rise as it breaks its lower bollinger band on january 5 2022 view odds for this and other indicators
428,ADBE,429,#Options Flow Grid Update $ADBE #OptionsTrading #adobe Shares 🔻3.21% to $503.44 #OptionsFlow #optiontrading #digitalmedia #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/nopR2AgiY8 https://t.co/bzgtfDjj9a,Tue Jan 25 16:33:47 +0000 2022,0,0,https://twitter.com/TickwatcherMF/status/1486014445977423873,flow grid update shares 321 to
440,ADBE,441,Watching $MSFT $NVDA $ADBE Today! Fomc later on today,Wed Jan 26 14:14:01 +0000 2022,0,34,https://twitter.com/optionsprochick/status/1486341661835907072,watching today fomc later on today
442,ADBE,443,"$ADBE enters a Downtrend as Momentum Indicator dropped below the 0 level on January 25, 2022. View odds for this and other indicators: https://t.co/NoMmMMSqiL #Adobe https://t.co/xc1qel1hZJ",Wed Jan 26 21:51:18 +0000 2022,0,0,https://twitter.com/Tickeron/status/1486456741285875714,enters a downtrend as momentum indicator dropped below the 0 level on january 25 2022 view odds for this and other indicators
443,ADBE,444,Trading Ideas: ADBE: Divergence spotted; correction ending soon. https://t.co/us0euYTskd 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/O7l6tyEHvP,Wed Jan 26 03:30:04 +0000 2022,0,0,https://twitter.com/AlertTrade/status/1486179606440800257,trading ideas adbe divergence spotted correction ending soon free tradeofweek via
445,ADBE,446,$ADBE Daily looking to go lower here. Descending triangle with a bearish engulfing candle today. VP showing 470s a possible drop zone. Bearish flow today also. https://t.co/8bY0COYIfJ,Wed Jan 26 22:09:07 +0000 2022,0,1,https://twitter.com/JlovCharts/status/1486461223633924097,daily looking to go lower here descending triangle with a bearish engulfing candle today vp showing 470s a possible drop zone bearish flow today also
446,ADBE,447,time to go shopping? Adobe $adbe off 31 percent in 66 days,Wed Jan 26 15:06:19 +0000 2022,0,0,https://twitter.com/CapitalBanker/status/1486354822819426305,time to go shopping adobe off 31 percent in 66 days
447,ADBE,448,If only Bradley's arm was longer. Best photo ever. Clean clams crammed in clean cans. : 1e1fc23a-a0ae-4618-adbe-6d6d6e19559a,Wed Jan 26 18:44:48 +0000 2022,0,0,https://twitter.com/test5f1798/status/1486409805245796353,if only bradleys arm was longer best photo ever clean clams crammed in clean cans 1e1fc23aa0ae4618adbe6d6d6e19559a
448,ADBE,449,"$FB $DRM $ADBE $NOW If #tech sees a real reversal, these could see 200!💵 https://t.co/cRA8egpOnh",Thu Jan 27 15:17:20 +0000 2022,1,2,https://twitter.com/TheGridTrades/status/1486719983119790090,if sees a real reversal these could see 200
450,ADBE,451,$ADBE / $SPY - BOOM 💥 THERE GOES ANOTHER ONE 💰  CONGRATS TO OUR FOLLOWERS 🥂 https://t.co/dVQjGfgJsz,Thu Jan 27 17:21:53 +0000 2022,0,0,https://twitter.com/StockTraderHub/status/1486751327342497795,boom there goes another one
453,ADBE,454,"$ADBE #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/B7BWRcVOEf https://t.co/2hhh4bPpIC https://t.co/nkcf61zH4w",Thu Jan 27 14:52:42 +0000 2022,0,0,https://twitter.com/TickwatcherMF/status/1486713782411804676,chart open interest chart update
454,ADBE,455,"$EPAZ #VirtualReality Slim Glasses are designed to be #ergonomic, lightweight comfortable to wear, safe to use for a long period of use, with movement #sensors, and with multiple cameras. #Meta $FB $MSFT $MTTR $ADBE $NVDA $U",Thu Jan 27 17:41:00 +0000 2022,7,29,https://twitter.com/epazz/status/1486756137315848203,slim glasses are designed to be lightweight comfortable to wear safe to use for a long period of use with movement and with multiple cameras
455,ADBE,456,Started a few positions I’ve wanted for a long time:  $ADBE $INTU $ISRG,Thu Jan 27 15:27:17 +0000 2022,0,6,https://twitter.com/BrockHBriggs/status/1486722487643611139,started a few positions ive wanted for a long time
456,ADBE,457,"$ADBE's Aroon indicator drops into Downtrend on January 26, 2022. View odds for this and other indicators: https://t.co/JTEl7FefGl #Adobe https://t.co/USKx94LWdk",Thu Jan 27 22:22:09 +0000 2022,0,0,https://twitter.com/Tickeron/status/1486826889905786885,aroon indicator drops into downtrend on january 26 2022 view odds for this and other indicators
457,ADBE,458,#Options Flow Grid Update $ADBE #OptionsTrading #adobe Shares ⬆️0.08% to $501.21 #OptionsFlow #optiontrading #digitalmedia #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3 https://t.co/gRYZXsj0Vq https://t.co/2GTbsWJp4n,Thu Jan 27 16:56:16 +0000 2022,0,0,https://twitter.com/OptionsProVol/status/1486744878193131520,flow grid update shares 008 to
459,ADBE,460,"Top #money flow today. Free stock apps https://t.co/7Cz8yP8vDT $HYLB, $HYDW, $SPY, $HYG, $VTI, $EEM, $MRK, $IWM, $TSLA, $CVX, $CMCSA, $TLT, $MELI, $FLOT, $AMD, $DIA, $BIL, $ADBE, $INTC, $IVE https://t.co/LMOvG1YdaQ",Thu Jan 27 17:01:03 +0000 2022,0,0,https://twitter.com/TickwatcherMF/status/1486746084177178629,top flow today free stock apps
460,ADBE,461,"Today Top Flow in #StockMarket, Buy Flow &amp; Sell Flow $HYG $EEM $FLOT $CVX $ADBE $BABA $DVY $MSFT $STX $QQQ $SPY $MELI $LQD $TSLA $BIL $ED $CMCSA $MRK $SCHP $INTC #stock #stocks #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/mwTjcUuTDC",Thu Jan 27 15:49:32 +0000 2022,0,0,https://twitter.com/MITickWatcher/status/1486728086322225152,today top flow in buy flow amp sell flow
461,ADBE,462,"Think about companies you pay for their software? Probably $MSFT for Office, $ADBE for Photoshop and $INTU for tax software.  Atlassian with negative EPS is valued almost 5 times more as the most powerful software companies.  $TEAM is getting shot next. It's bear season!🎯🐻 https://t.co/DUMloTpTLI",Thu Jan 27 18:49:16 +0000 2022,1,5,https://twitter.com/SilbergleitJr/status/1486773318460100609,think about companies you pay for their software probably for office for photoshop and for tax software
462,ADBE,463,$ADBE - $490 PUTS EXPIRATION JANUARY 28 2022 ADDED. (USE YOUR OWN STOPS) 💰,Thu Jan 27 16:58:32 +0000 2022,0,0,https://twitter.com/StockTraderHub/status/1486745451319767042,puts expiration january 28 2022 added use your own stops
463,ADBE,464,"After starting off the year in overvalued territory, US equity markets have dropped almost 10%. As markets close in on fair value, here are those mega-cap #stocks that we think are undervalued:  $MSFT $GOOGL $AMZN $FB $DIS $ADBE $CRM $INTC $WFC  https://t.co/bcjlg3l3Q2",Thu Jan 27 16:36:01 +0000 2022,1,4,https://twitter.com/MstarMarkets/status/1486739784785608704,after starting off the year in overvalued territory us equity markets have dropped almost 10 as markets close in on fair value here are those megacap that we think are undervalued
464,ADBE,465,⚔️ 1/27 watchlist 🥷 - $MRVL Calls over $69 Puts under $67 - $ADBE Calls over $520 Puts under $597 - $ABNB Calls over $151.40 Puts under $139.90 - $EBAY Calls over $59.70 Puts under $56.90  - $TTD Calls over $67.14 Puts under $60.30 I miss you guys &lt;3 LETS BANKS,Thu Jan 27 13:57:29 +0000 2022,0,30,https://twitter.com/mattydaytrades_/status/1486699886338883588,127 watchlist calls over puts under calls over puts under calls over puts under calls over puts under
470,ADBE,471,"The $EPAZ Slims will be fitted with multiple #sensors and cameras to create #3Dvisuals and movements. The movement sensors enable them to make gestures and touch #AugmentedReality objects, for example, a 3D scan of a patient’s heart. #Meta $FB $MSFT $MTTR $ADBE $NVDA $U",Fri Jan 28 17:58:05 +0000 2022,5,50,https://twitter.com/epazz/status/1487122826821873676,the slims will be fitted with multiple and cameras to create and movements the movement sensors enable them to make gestures and touch objects for example a 3d scan of a patients heart
472,ADBE,473,"$ADBE's Aroon indicator drops into Downtrend on January 27, 2022. View odds for this and other indicators: https://t.co/6tIHWlSH9k #Adobe https://t.co/8L0HnZb2eB",Fri Jan 28 14:43:26 +0000 2022,0,0,https://twitter.com/Tickeron/status/1487073840672882697,aroon indicator drops into downtrend on january 27 2022 view odds for this and other indicators
473,ADBE,474,"#Stocks_to_Buy #NASDAQ_ADBE #Stocks_to_Buy Adobe Hasn’t Traded This Low Since June 2021, and It’s an Opportunity https://t.co/caCIi9trsB https://t.co/HhkKr6EmNW https://t.co/SZnOV4r6v8",Fri Jan 28 17:48:05 +0000 2022,0,0,https://twitter.com/ETFsStockPicker/status/1487120309832470530,_to_buy _adbe _to_buy adobe hasnt traded this low since june 2021 and its an opportunity
475,ADBE,476,"Crazy. During the last twelve months, $AAPL's revenue from *iPhone alone* equals that of $DIS, $TSLA, $NFLX, $NVDA, $ADBE and $ETSY combined. https://t.co/A1P2udtv9b",Fri Jan 28 13:14:26 +0000 2022,1,20,https://twitter.com/Quartr_App/status/1487051442087239682,crazy during the last twelve months revenue from iphone alone equals that of and combined
476,ADBE,477,$ADBE Data indicates that the overall analyst  sentiment for ADBE  is neutral  Simplify the way you research stocks with our free app.  https://t.co/ldqOqH6eQV,Fri Jan 28 08:45:01 +0000 2022,0,0,https://twitter.com/invescent/status/1486983639879454722,data indicates that the overall analyst
477,ADBE,478,"Cloud businesses drawdowns from 52-wk high.  Benchmark: $WCLD: -37% (WisdomTree Cloud Computing Fund).  🟢20%-30%:  $ADBE, $CRM, $NOW. 🟡30%-40%: $DDOG, $MDB, $SNOW, $ZS. 🟠40%-50%: $CRWD, $HUBS, $PAYC. 🔴50%-60%: $ESTC, $SHOP, $TWLO, $U. 💀&gt;60%: $DOCU, $NET, $PATH, $ZM https://t.co/fZ9GP6WFCk",Fri Jan 28 18:30:44 +0000 2022,9,29,https://twitter.com/EconomyApp/status/1487131041315782656,cloud businesses drawdowns from 52wk high
478,ADBE,479,"This is the problem with the US markets. You look at say Adobe and it has gone from $700 to $500 and you think there must be some value there and then you realise it's still on 15 x sales! Total madness, there is zero value there, none! $ADBE #ADBE",Fri Jan 28 18:48:00 +0000 2022,0,1,https://twitter.com/DarthTrada/status/1487135386530947080,this is the problem with the us markets you look at say adobe and it has gone from to and you think there must be some value there and then you realise its still on 15 x sales total madness there is zero value there none
481,ADBE,482,"Ann Lewnes Sells 10,004 Shares of Adobe Inc. $ADBE Stock  https://t.co/4fR6GP7PWk",Fri Jan 28 09:09:00 +0000 2022,0,1,https://twitter.com/WatchlistN/status/1486989676510683138,ann lewnes sells 10004 shares of adobe inc stock
483,ADBE,484,I've added $ADBE to my investments on @EasyEquities! FOMO?! Sign up and join over a million EasyVestors: https://t.co/50zMRyenak,Fri Jan 28 11:02:39 +0000 2022,0,3,https://twitter.com/YoungInvestor03/status/1487018277746454531,ive added to my investments on fomo sign up and join over a million easyvestors
488,ADBE,489,$ADBE open interest for maturity 02/04/2022. High put=505.00 High call=515.00 PutCallRatio=2.06 #maxpain #options https://t.co/1QZ5wNrKW8 https://t.co/704p397dDQ,Sat Jan 29 23:44:34 +0000 2022,0,0,https://twitter.com/optioncharts/status/1487572407829344258,open interest for maturity 02042022 high put50500 high call51500 putcallratio206
491,ADBE,492,Adobe (ADBE) Stock: $660 Price Target From Deutsche Bank https://t.co/DMxV4inrs9,Sat Jan 29 12:54:04 +0000 2022,0,0,https://twitter.com/pulse2news/status/1487408703519150094,adobe adbe stock price target from deutsche bank
493,ADBE,494,"$ADBE popped early filled our 28Feb $485p orders at $2.25, then reversed and sold off hard. These puts traded as high as $7.60 UP 238%. I closed at $5.25 UP 158%👏👍 best trade of the day for me👍",Sat Jan 29 00:03:12 +0000 2022,0,5,https://twitter.com/BenBSP/status/1487214710067920901,popped early filled our 28feb orders at then reversed and sold off hard these puts traded as high as up 238 i closed at up 158 best trade of the day for me
494,ADBE,495,"The 100 largest US companies in a handy Finviz screener as of 2022-01-01. Including $AAPL, $MSFT, $GOOGL, $AMZN, $TSLA, $FB, $NVDA, $BRK.B, $UNH, $JPM, $V, $JNJ, $HD, $WMT, $PG, $BAC, $MA, $PFE, $DIS, $AVGO, $ADBE, $NFLX, $CSCO, $NKE, $TMO, $XOM, etc.  https://t.co/hQ1vL3V2VY",Sat Jan 29 16:05:28 +0000 2022,0,0,https://twitter.com/visu/status/1487456873020370952,the 100 largest us companies in a handy finviz screener as of 20220101 including etc
495,ADBE,496,"Despite very Strong Sales EPS Fell $ADBE #Adobe in the fourth quarter of 2021 https://t.co/savSNTKlN1 #Stockmarket: ADBE announced earnings per share of $2.57 and Sales of $3.94 BIL in the Q4 of 2021, Company's earnings per share plummeted $2.57 per… https://t.co/npu2L5Fz6y",Sat Jan 29 12:33:37 +0000 2022,0,0,https://twitter.com/CSIMarket/status/1487403558341201920,despite very strong sales eps fell in the fourth quarter of 2021 adbe announced earnings per share of and sales of bil in the q4 of 2021 companys earnings per share plummeted per
496,ADBE,497,"#Adobe $ADBE declared Bottom-line grew on the Slower Pace in the fourth quarter of 2021 #Stockmarket on https://t.co/savSNTKlN1: In the fiscal year 2021, Adobe reported Sales of $15.79billions and net income of $4.82 billions. Eps decreased by -7.48 % to… https://t.co/uNyaiGbD4j",Sat Jan 29 12:04:08 +0000 2022,0,0,https://twitter.com/CSIMarket/status/1487396136906231809,declared bottomline grew on the slower pace in the fourth quarter of 2021 on in the fiscal year 2021 adobe reported sales of and net income of billions eps decreased by 748 to
499,ADBE,500,"Cheapest Mega-Cap Stocks for Jan 28, 2022:  $BABA $AMZN $FB $PFE $DIS $CRM $INTC $ADBE $BHP $VZ $MRK $CMCSA $ABT $WMT  Research on https://t.co/1p5M6cPAgm",Sat Jan 29 17:00:01 +0000 2022,0,0,https://twitter.com/finance_charts/status/1487470600146677761,cheapest megacap stocks for jan 28 2022
